,Month,Sector,Coal_CO2Emissions,NaturalGas_CO2Emissions,Distillate_FuelOil_CO2Emissions,HGL_CO2Emissions,Petroleum_CO2Emissions,Residual_fuelOil_CO2Emissions,Share_OfElectricPower_CO2Emissions,Other_CO2Emissions,Total_CO2Emissions
1721,2019-06-01,transportation,0,3.729,40.246,0.036,159.835,3.887,0.258,115.666,163.822
1722,2019-07-01,transportation,0,4.242,41.5,0.037,164.392,4.255,0.294,118.6,168.928
1723,2019-08-01,transportation,0,4.291,41.812,0.037,167.59,4.049,0.293,121.693,172.173
1724,2019-09-01,transportation,0,3.895,39.393,0.036,152.783,3.657,0.291,109.699,156.97
1725,2019-10-01,transportation,0,4.087,41.777,0.037,160.382,3.974,0.213,114.594,164.681
1726,2019-11-01,transportation,0,4.887,37.895,0.036,149.844,2.397,0.264,109.517,154.994
1727,2019-12-01,transportation,0,5.54,36.586,0.037,152.178,3.494,0.262,112.061,157.981
1728,2020-01-01,transportation,0,5.776,34.263,0.035,145.217,2.892,0.255,108.02799999999999,151.248
1729,2020-02-01,transportation,0,5.319,32.749,0.033,138.583,2.103,0.231,103.69800000000001,144.133
1730,2020-03-01,transportation,0,4.796,36.271,0.035,132.79,0.962,0.207,95.523,137.793
1731,2020-04-01,transportation,0,4.013,34.178,0.034,100.287,0.717,0.153,65.359,104.454
1732,2020-05-01,transportation,0,3.732,35.327,0.035,115.108,0.547,0.159,79.199,118.999
1733,2020-06-01,transportation,0,3.83,35.822,0.034,127.524,2.425,0.191,89.243,131.545
1734,2020-07-01,transportation,0,4.435,38.192,0.035,139.207,4.356,0.248,96.625,143.89
1735,2020-08-01,transportation,0,4.288,38.857,0.035,140.6,3.803,0.236,97.905,145.124
1736,2020-09-01,transportation,0,3.895,36.513,0.034,134.117,3.917,0.215,93.65299999999999,138.227
1737,2020-10-01,transportation,0,4.152,38.717,0.035,137.791,3.111,0.203,95.92800000000001,142.146
1738,2020-11-01,transportation,0,4.339,35.237,0.034,128.412,2.419,0.204,90.723,132.955
1739,2020-12-01,transportation,0,5.547,35.409,0.035,130.289,2.298,0.262,92.547,136.097
1740,2021-01-01,transportation,0,5.766,35.276,0.035,129.232,2.903,0.231,91.019,135.229
1741,2021-02-01,transportation,0,5.318,32.237,0.032,117.369,2.794,0.245,82.30499999999999,122.931
1742,2021-03-01,transportation,0,4.633,37.739,0.035,141.357,3.662,0.194,99.92,146.184
1743,2021-04-01,transportation,0,4.019,37.915,0.034,140.309,1.594,0.179,100.766,144.507
1744,2021-05-01,transportation,0,3.786,39.462,0.035,150.239,3.228,0.181,107.515,154.206
1745,2021-06-01,transportation,0,3.973,39.398,0.034,150.307,4.097,0.221,106.778,154.501
1746,1973-01-01,electric,73.112,12.163,2.397,,26.351,23.698,,Not AvailableNot Available,111.499
1747,1973-02-01,electric,65.369,11.696,2.08,,22.177000000000003,19.886,,Not AvailableNot Available,99.137
1748,1973-03-01,electric,65.006,13.979,1.181,,20.197999999999997,18.851,,Not AvailableNot Available,99.1
1749,1973-04-01,electric,61.717,14.612,1.031,,17.073999999999998,15.783,,Not AvailableNot Available,93.273
1750,1973-05-01,electric,62.686,17.326,0.957,,18.211000000000002,16.92,,Not AvailableNot Available,98.057
1751,1973-06-01,electric,67.495,20.244,1.803,,22.061,19.916,,Not AvailableNot Available,109.63
1752,1973-07-01,electric,73.671,23.043,1.982,,24.322999999999997,22.041,,Not AvailableNot Available,120.887
1753,1973-08-01,electric,76.262,22.827,2.559,,26.198,23.307,,Not AvailableNot Available,125.121
1754,1973-09-01,electric,69.38,19.278,1.446,,22.844,21.166,,Not AvailableNot Available,111.386
1755,1973-10-01,electric,68.641,17.879,1.487,,22.801000000000002,21.11,,Not AvailableNot Available,109.219
1756,1973-11-01,electric,67.985,13.752,1.552,,21.942,20.216,,Not AvailableNot Available,103.591
1757,1973-12-01,electric,72.141,11.854,1.623,,21.317,19.389,,Not AvailableNot Available,105.16
1758,1974-01-01,electric,71.564,11.947,1.852,,22.233999999999998,20.016,,Not AvailableNot Available,105.562
1759,1974-02-01,electric,63.834,11.01,1.854,,19.296,17.146,,Not AvailableNot Available,93.993
1760,1974-03-01,electric,65.447,13.845,1.886,,18.831999999999997,16.634,,Not AvailableNot Available,97.968
1761,1974-04-01,electric,61.415,14.09,1.686,,17.025,15.12,,Not AvailableNot Available,92.42
1762,1974-05-01,electric,65.618,16.659,1.946,,19.261,17.128,,Not AvailableNot Available,101.445
1763,1974-06-01,electric,65.667,18.84,1.696,,19.451999999999998,17.596,,Not AvailableNot Available,103.878
1764,1974-07-01,electric,74.758,21.961,2.569,,23.612,20.852,,Not AvailableNot Available,120.235
1765,1974-08-01,electric,73.603,20.726,2.047,,23.108,20.865,,Not AvailableNot Available,117.34
1766,1974-09-01,electric,64.131,17.009,1.639,,21.07,19.245,,Not AvailableNot Available,102.117
1767,1974-10-01,electric,66.359,16.219,1.666,,21.794999999999998,19.536,,Not AvailableNot Available,104.076
1768,1974-11-01,electric,66.536,12.985,1.946,,23.337,20.786,,Not AvailableNot Available,102.556
1769,1974-12-01,electric,72.708,11.232,1.959,,25.665999999999997,23.175,,Not AvailableNot Available,109.34
1770,1975-01-01,electric,73.753,11.153,2.266,,25.357,23.023,,Not AvailableNot Available,110.23
1771,1975-02-01,electric,66.053,10.274,1.594,,20.442999999999998,18.799,,Not AvailableNot Available,96.745
1772,1975-03-01,electric,67.489,11.484,1.279,,18.976000000000003,17.671,,Not AvailableNot Available,97.936
1773,1975-04-01,electric,62.866,11.651,0.995,,17.41,16.389,,Not AvailableNot Available,91.915
1774,1975-05-01,electric,62.923,14.96,1.399,,17.338,15.921,,Not AvailableNot Available,95.212
1775,1975-06-01,electric,68.851,16.744,1.764,,19.189,17.387,,Not AvailableNot Available,104.765
1776,1975-07-01,electric,75.25,19.691,1.664,,20.840999999999998,19.133,,Not AvailableNot Available,115.76
1777,1975-08-01,electric,78.136,19.588,2.022,,23.105,21.055,,Not AvailableNot Available,120.815
1778,1975-09-01,electric,67.107,17.177,0.811,,17.439,16.594,,Not AvailableNot Available,101.707
1779,1975-10-01,electric,67.61,14.973,0.805,,17.904,17.067,,Not AvailableNot Available,100.471
1780,1975-11-01,electric,68.597,12.385,0.761,,17.677,16.882,,Not AvailableNot Available,98.643
1781,1975-12-01,electric,76.948,11.635,1.312,,22.008,20.659,,Not AvailableNot Available,110.573
1782,1976-01-01,electric,82.432,11.198,2.112,,26.298,24.152,,Not AvailableNot Available,119.911
1783,1976-02-01,electric,72.079,10.814,1.143,,20.276,19.1,,Not AvailableNot Available,103.152
1784,1976-03-01,electric,74.416,12.079,1.194,,20.661,19.431,,Not AvailableNot Available,107.138
1785,1976-04-01,electric,69.691,12.353,1.057,,18.874000000000002,17.791,,Not AvailableNot Available,100.905
1786,1976-05-01,electric,69.977,14.457,0.951,,17.811,16.832,,Not AvailableNot Available,102.231
1787,1976-06-01,electric,75,16.991,1.51,,20.47,18.93,,Not AvailableNot Available,112.446
1788,1976-07-01,electric,82.132,18.307,1.698,,22.158,20.424,,Not AvailableNot Available,122.579
1789,1976-08-01,electric,83.141,17.878,1.444,,23.052999999999997,21.578,,Not AvailableNot Available,124.057
1790,1976-09-01,electric,73.999,15.999,1.055,,19.169,18.084,,Not AvailableNot Available,109.152
1791,1976-10-01,electric,75.821,13.553,1.323,,19.838,18.469,,Not AvailableNot Available,109.189
1792,1976-11-01,electric,80.059,11.781,2.09,,24.529,22.393,,Not AvailableNot Available,116.346
1793,1976-12-01,electric,85.705,11.639,2.334,,27.891,25.517,,Not AvailableNot Available,125.215
1794,1977-01-01,electric,88.47,11.185,4.078,,35.444,31.338,,Not AvailableNot Available,135.084
1795,1977-02-01,electric,77.035,10.93,1.348,,23.88,22.5,,Not AvailableNot Available,111.829
1796,1977-03-01,electric,76.172,12.644,1.057,,22.910999999999998,21.798,,Not AvailableNot Available,111.699
1797,1977-04-01,electric,69.628,12.167,0.949,,20.952,19.931,,Not AvailableNot Available,102.711
1798,1977-05-01,electric,75.994,14.169,1.638,,22.827,21.141,,Not AvailableNot Available,112.966
1799,1977-06-01,electric,82.106,16.944,1.843,,23.736,21.835,,Not AvailableNot Available,122.756
1800,1977-07-01,electric,91.971,18.905,3.303,,29.183,25.808,,Not AvailableNot Available,140.024
1801,1977-08-01,electric,90.326,19.128,1.981,,26.575,24.526,,Not AvailableNot Available,135.995
1802,1977-09-01,electric,82.139,17.701,1.07,,21.561,20.441,,Not AvailableNot Available,121.376
1803,1977-10-01,electric,78.482,15.532,0.806,,18.816,17.974,,Not AvailableNot Available,112.812
1804,1977-11-01,electric,79.18,12.763,1.056,,20.288999999999998,19.193,,Not AvailableNot Available,112.211
1805,1977-12-01,electric,84.477,11.979,1.735,,26.694,24.918,,Not AvailableNot Available,123.129
1806,1978-01-01,electric,86.416,12.561,3.536,,32.524,28.927,,Not AvailableNot Available,131.47
1807,1978-02-01,electric,72.504,11.573,3.299,,31.792,28.155,,Not AvailableNot Available,115.7
1808,1978-03-01,electric,68.804,12.726,2.344,,30.464,27.724,,Not AvailableNot Available,111.796
1809,1978-04-01,electric,70.044,12.232,0.92,,20.459,19.299,,Not AvailableNot Available,102.615
1810,1978-05-01,electric,75.269,14.293,0.982,,20.152,19,,Not AvailableNot Available,109.628
1811,1978-06-01,electric,82.542,17.615,1.528,,21.891,20.173,,Not AvailableNot Available,121.953
1812,1978-07-01,electric,89.268,19.85,1.531,,24.174,22.447,,Not AvailableNot Available,133.194
1813,1978-08-01,electric,93.156,18.65,1.529,,26.568,24.85,,Not AvailableNot Available,138.28
1814,1978-09-01,electric,86.289,16.276,1.41,,21.939,20.355,,Not AvailableNot Available,124.417
1815,1978-10-01,electric,80.637,14.407,0.784,,20.881999999999998,19.948,,Not AvailableNot Available,115.852
1816,1978-11-01,electric,80.431,12.497,0.927,,22.107,21.017,,Not AvailableNot Available,114.953
1817,1978-12-01,electric,88.36,12.057,1.557,,27.598000000000003,25.858,,Not AvailableNot Available,127.924
1818,1979-01-01,electric,95.297,12.534,2.675,,32.258,29.378,,Not AvailableNot Available,139.985
1819,1979-02-01,electric,85.117,12.447,2.125,,26.709,24.387,,Not AvailableNot Available,124.174
1820,1979-03-01,electric,84.893,14.282,0.798,,18.103,17.171,,Not AvailableNot Available,117.211
1821,1979-04-01,electric,79.2,14.316,0.723,,16.772,15.957,,Not AvailableNot Available,110.242
1822,1979-05-01,electric,84.386,15.213,0.882,,17.685,16.658,,Not AvailableNot Available,117.212
1823,1979-06-01,electric,89.418,17.565,0.992,,19.680000000000003,18.534,,Not AvailableNot Available,126.586
1824,1979-07-01,electric,97.968,20.26,1.027,,20.951,19.779,,Not AvailableNot Available,139.107
1825,1979-08-01,electric,98.644,20.592,1.03,,21.227999999999998,20.055,,Not AvailableNot Available,140.392
1826,1979-09-01,electric,85.678,18.559,0.743,,18.208000000000002,17.359,,Not AvailableNot Available,122.391
1827,1979-10-01,electric,87.308,17.723,0.483,,16.371,15.79,,Not AvailableNot Available,121.354
1828,1979-11-01,electric,87.329,14.317,0.839,,18.807000000000002,17.856,,Not AvailableNot Available,120.396
1829,1979-12-01,electric,95.649,13.673,0.819,,20.578999999999997,19.64,,Not AvailableNot Available,129.841
1830,1980-01-01,electric,102.015,15.057,1.375,,20.448,18.738,,Not AvailableNot Available,137.352
1831,1980-02-01,electric,96.226,14.354,1.188,,19.912,18.593,,Not AvailableNot Available,130.426
1832,1980-03-01,electric,94.55,15.445,0.945,,16.410999999999998,15.386,,Not AvailableNot Available,126.366
1833,1980-04-01,electric,82.413,13.956,0.586,,12.989,12.359,,Not AvailableNot Available,109.336
1834,1980-05-01,electric,83.976,15.325,0.654,,13.142000000000001,12.42,,Not AvailableNot Available,112.408
1835,1980-06-01,electric,92.8,18.318,0.839,,14.475000000000001,13.568,,Not AvailableNot Available,125.559
1836,1980-07-01,electric,108.667,22.862,1.639,,18.824,17.119,,Not AvailableNot Available,150.32
1837,1980-08-01,electric,107.773,22.045,1.721,,20.150000000000002,18.335,,Not AvailableNot Available,149.921
1838,1980-09-01,electric,97.038,19.433,0.924,,14.452,13.457,,Not AvailableNot Available,130.888
1839,1980-10-01,electric,91.324,16.384,0.612,,12.715,12.053,,Not AvailableNot Available,120.398
1840,1980-11-01,electric,92.551,13.898,0.983,,16.035,15.009,,Not AvailableNot Available,122.463
1841,1980-12-01,electric,103.607,13.165,0.994,,18.685000000000002,17.637,,Not AvailableNot Available,135.431
1842,1981-01-01,electric,109.666,12.586,1.306,,20.672,19.302,,Not AvailableNot Available,142.892
1843,1981-02-01,electric,96.082,12.169,0.964,,14.119,13.103,,Not AvailableNot Available,122.345
1844,1981-03-01,electric,97.053,14.854,0.604,,13.814,13.154,,Not AvailableNot Available,125.694
1845,1981-04-01,electric,87.586,15.694,0.584,,12.066,11.439,,Not AvailableNot Available,115.324
1846,1981-05-01,electric,90.238,17.178,0.771,,11.779,10.92,,Not AvailableNot Available,119.151
1847,1981-06-01,electric,100.425,20.678,1.163,,15.267000000000001,14.021,,Not AvailableNot Available,136.329
1848,1981-07-01,electric,112.587,22.302,1.125,,16.125,14.932,,Not AvailableNot Available,150.979
1849,1981-08-01,electric,109.255,21.155,0.612,,12.856,12.162,,Not AvailableNot Available,143.225
1850,1981-09-01,electric,97.223,17.633,0.492,,12.44,11.868,,Not AvailableNot Available,127.256
1851,1981-10-01,electric,95.855,16.382,0.484,,12.888,12.312,,Not AvailableNot Available,125.079
1852,1981-11-01,electric,94.277,14.055,0.49,,10.969,10.406,,Not AvailableNot Available,119.265
1853,1981-12-01,electric,106.515,13.005,0.567,,12.723,12.083,,Not AvailableNot Available,132.207
1854,1982-01-01,electric,114.542,12.939,1.345,,16.641,15.234,,Not AvailableNot Available,144.091
1855,1982-02-01,electric,98.521,11.976,0.611,,12.165,11.497,,Not AvailableNot Available,122.633
1856,1982-03-01,electric,96.519,13.417,0.561,,10.793,10.206,,Not AvailableNot Available,120.716
1857,1982-04-01,electric,87.662,13.406,0.487,,9.01,8.457,,Not AvailableNot Available,110.045
1858,1982-05-01,electric,91.958,14.032,0.427,,8.026,7.525,,Not AvailableNot Available,113.979
1859,1982-06-01,electric,95.592,16.081,0.453,,8.343,7.808,,Not AvailableNot Available,119.974
1860,1982-07-01,electric,111.361,19.202,0.585,,10.827,10.174,,Not AvailableNot Available,141.356
1861,1982-08-01,electric,110.536,19.668,0.452,,9.44,8.91,,Not AvailableNot Available,139.605
1862,1982-09-01,electric,97.588,15.959,0.396,,8.265,7.81,,Not AvailableNot Available,121.782
1863,1982-10-01,electric,93.386,14.851,0.372,,8.024,7.549,,Not AvailableNot Available,116.21
1864,1982-11-01,electric,96.347,12.322,0.434,,7.584,7.038,,Not AvailableNot Available,116.197
1865,1982-12-01,electric,102.626,11.682,0.471,,9.075,8.47,,Not AvailableNot Available,123.315
1866,1983-01-01,electric,107.23,11.288,0.478,,10.366,9.786,,Not AvailableNot Available,128.833
1867,1983-02-01,electric,91.997,9.594,0.424,,10.124,9.586,,Not AvailableNot Available,111.658
1868,1983-03-01,electric,94.684,11.272,0.407,,10.033,9.525,,Not AvailableNot Available,115.939
1869,1983-04-01,electric,87.608,11.001,0.454,,8.333,7.73,,Not AvailableNot Available,106.867
1870,1983-05-01,electric,91.833,11.821,0.404,,7.3660000000000005,6.78,,Not AvailableNot Available,110.929
1871,1983-06-01,electric,101.173,13.41,0.439,,9.026,8.447,,Not AvailableNot Available,123.539
1872,1983-07-01,electric,121.376,17.008,0.617,,11.81,11.039,,Not AvailableNot Available,150.118
1873,1983-08-01,electric,128.163,19.03,0.665,,11.963000000000001,11.152,,Not AvailableNot Available,159.084
1874,1983-09-01,electric,108.96,16.128,0.649,,9.31,8.508,,Not AvailableNot Available,134.321
1875,1983-10-01,electric,101.879,13.577,0.375,,8.059,7.551,,Not AvailableNot Available,123.448
1876,1983-11-01,electric,102.876,11.566,0.463,,7.502999999999999,6.936,,Not AvailableNot Available,121.893
1877,1983-12-01,electric,118.818,11.789,1.738,,12.932,11.067,,Not AvailableNot Available,143.476
1878,1984-01-01,electric,120.861,11.726,0.937,,12.765,11.682,,Not AvailableNot Available,145.279
1879,1984-02-01,electric,104.872,10.216,0.438,,8.163,7.597,,Not AvailableNot Available,123.187
1880,1984-03-01,electric,109.44,11.244,0.438,,8.704999999999998,8.155,,Not AvailableNot Available,129.333
1881,1984-04-01,electric,95.454,12.003,0.358,,6.146,5.652,,Not AvailableNot Available,113.535
1882,1984-05-01,electric,99.353,14.427,0.435,,6.869,6.292,,Not AvailableNot Available,120.578
1883,1984-06-01,electric,114.331,16.214,0.83,,9.169,8.197,,Not AvailableNot Available,139.643
1884,1984-07-01,electric,121.13,19.006,0.542,,8.446,7.768,,Not AvailableNot Available,148.513
1885,1984-08-01,electric,127.224,19.043,0.656,,10.379,9.601,,Not AvailableNot Available,156.586
1886,1984-09-01,electric,108.458,15.809,0.429,,6.337,5.776,,Not AvailableNot Available,130.538
1887,1984-10-01,electric,109.879,14.679,0.416,,6.412999999999999,5.878,,Not AvailableNot Available,130.911
1888,1984-11-01,electric,108.829,13.303,0.571,,7.545,6.866,,Not AvailableNot Available,129.623
1889,1984-12-01,electric,113.506,11.818,0.494,,6.518000000000001,5.901,,Not AvailableNot Available,131.78
1890,1985-01-01,electric,126.864,12.368,1.069,,9.949,8.769,,Not AvailableNot Available,149.126
1891,1985-02-01,electric,110.611,11.095,0.574,,7.63,6.954,,Not AvailableNot Available,129.285
1892,1985-03-01,electric,109.202,11.348,0.422,,5.869,5.346,,Not AvailableNot Available,126.368
1893,1985-04-01,electric,101.465,12.759,0.392,,5.0040000000000004,4.514,,Not AvailableNot Available,119.18
1894,1985-05-01,electric,108.826,12.86,0.414,,5.711,5.215,,Not AvailableNot Available,127.356
1895,1985-06-01,electric,114.884,15.354,0.479,,6.278,5.668,,Not AvailableNot Available,136.45
1896,1985-07-01,electric,128.075,18.298,0.478,,6.848,6.25,,Not AvailableNot Available,153.161
1897,1985-08-01,electric,125.732,19.283,0.576,,8.119,7.426,,Not AvailableNot Available,153.075
1898,1985-09-01,electric,113.181,14.979,0.422,,6.232,5.662,,Not AvailableNot Available,134.318
1899,1985-10-01,electric,109.571,13.574,0.418,,6.255,5.693,,Not AvailableNot Available,129.328
1900,1985-11-01,electric,108.259,12.557,0.44,,5.742,5.158,,Not AvailableNot Available,126.486
1901,1985-12-01,electric,126.38,11.493,0.62,,9.051,8.307,,Not AvailableNot Available,146.862
1902,1986-01-01,electric,128.401,10.027,0.727,,8.967,8.146,,Not AvailableNot Available,147.348
1903,1986-02-01,electric,110.388,8.556,0.474,,7.636,7.071,,Not AvailableNot Available,126.534
1904,1986-03-01,electric,108.077,9.238,0.4,,8.138,7.596,,Not AvailableNot Available,125.382
1905,1986-04-01,electric,96.479,10.791,0.385,,7.391,6.864,,Not AvailableNot Available,114.589
1906,1986-05-01,electric,103.108,12.568,0.521,,8.411,7.736,,Not AvailableNot Available,124.01
1907,1986-06-01,electric,118.091,14.138,0.599,,9.328999999999999,8.58,,Not AvailableNot Available,141.482
1908,1986-07-01,electric,136.397,16.349,0.744,,13.104999999999999,12.199,,Not AvailableNot Available,165.77
1909,1986-08-01,electric,123.739,15.001,0.495,,12.318,11.629,,Not AvailableNot Available,150.962
1910,1986-09-01,electric,113.366,13.392,0.477,,8.743,8.074,,Not AvailableNot Available,135.406
1911,1986-10-01,electric,108.514,11.763,0.374,,7.953,7.419,,Not AvailableNot Available,128.15
1912,1986-11-01,electric,108.598,10.138,0.463,,8.537,7.863,,Not AvailableNot Available,127.168
1913,1986-12-01,electric,118.525,9.51,0.512,,9.616999999999999,8.873,,Not AvailableNot Available,137.536
1914,1987-01-01,electric,125.463,10.05,0.567,,9.742,9.002,,Not AvailableNot Available,145.169
1915,1987-02-01,electric,107.976,8.619,0.495,,8.465,7.794,,Not AvailableNot Available,124.973
1916,1987-03-01,electric,109.85,10.386,0.528,,8.13,7.431,,Not AvailableNot Available,128.281
1917,1987-04-01,electric,103.392,11.226,0.445,,6.3919999999999995,5.805,,Not AvailableNot Available,120.939
1918,1987-05-01,electric,113.542,13.187,0.51,,6.563,5.864,,Not AvailableNot Available,133.196
1919,1987-06-01,electric,127.645,15.404,0.606,,8.5,7.735,,Not AvailableNot Available,151.469
1920,1987-07-01,electric,142.191,17.324,0.894,,10.129,9.061,,Not AvailableNot Available,169.558
1921,1987-08-01,electric,140.861,18.382,0.71,,9.149000000000001,8.248,,Not AvailableNot Available,168.296
1922,1987-09-01,electric,119.121,14.557,0.398,,6.261,5.672,,Not AvailableNot Available,139.844
1923,1987-10-01,electric,114.815,12.937,0.384,,5.577,4.975,,Not AvailableNot Available,133.22
1924,1987-11-01,electric,112.49,11.778,0.563,,7.811,7.079,,Not AvailableNot Available,131.995
1925,1987-12-01,electric,125.737,10.653,0.52,,8.913,8.205,,Not AvailableNot Available,145.209
1926,1988-01-01,electric,134.865,9.079,0.99,,12.847999999999999,11.709,,Not AvailableNot Available,156.718
1927,1988-02-01,electric,122.048,9.193,0.49,,9.333,8.678,,Not AvailableNot Available,140.491
1928,1988-03-01,electric,116.794,11.054,0.45,,7.758,7.088,,Not AvailableNot Available,135.496
1929,1988-04-01,electric,107.605,10.8,0.347,,6.041,5.492,,Not AvailableNot Available,124.345
1930,1988-05-01,electric,112.364,12.992,0.43,,5.836,5.204,,Not AvailableNot Available,131.092
1931,1988-06-01,electric,129.882,15.182,0.8,,8.037,6.979,,Not AvailableNot Available,152.972
1932,1988-07-01,electric,142.617,17.758,0.837,,11.339,10.216,,Not AvailableNot Available,171.571
1933,1988-08-01,electric,149.581,18.636,1.382,,13.008,11.377,,Not AvailableNot Available,181.1
1934,1988-09-01,electric,122.324,12.6,0.433,,7.984999999999999,7.362,,Not AvailableNot Available,142.814
1935,1988-10-01,electric,118.391,9.827,0.474,,10.469000000000001,9.81,,Not AvailableNot Available,138.595
1936,1988-11-01,electric,117.881,8.141,0.518,,11.659,10.952,,Not AvailableNot Available,137.586
1937,1988-12-01,electric,133.074,7.441,0.936,,14.557,13.4,,Not AvailableNot Available,154.961
1938,1989-01-01,electric,133.618,8.881,0.908,,12.359,11.16,,0.402,155.114
1939,1989-02-01,electric,125.647,10.409,1.073,,14.164,12.891,,0.36300000000000004,150.482
1940,1989-03-01,electric,124.088,12.745,1.189,,13.378,11.975,,0.402,150.506
1941,1989-04-01,electric,112.358,14.172,0.462,,9.339,8.645,,0.389,136.142
1942,1989-05-01,electric,117.129,15.112,0.673,,8.251,7.36,,0.402,140.785
1943,1989-06-01,electric,127.351,15.68,0.915,,10.322000000000001,9.173,,0.389,153.624
1944,1989-07-01,electric,139.529,19.27,0.964,,10.203,8.882,,0.402,169.225
1945,1989-08-01,electric,141.076,18.66,0.677,,9.193,8.163,,0.402,169.154
1946,1989-09-01,electric,125.899,16.137,0.675,,8.456999999999999,7.452,,0.389,150.716
1947,1989-10-01,electric,121.199,15.312,0.522,,6.866,6.102,,0.402,143.657
1948,1989-11-01,electric,122.089,11.398,0.656,,9.321000000000002,8.463,,0.389,143.096
1949,1989-12-01,electric,144.764,10.339,2.556,,17.874000000000002,15.014,,0.402,173.226
1950,1990-01-01,electric,132.832,9.173,0.596,,9.713000000000001,8.811,,0.525,152.09
1951,1990-02-01,electric,116.181,8.287,0.469,,8.055,7.114,,0.47400000000000003,132.761
1952,1990-03-01,electric,121.723,11.578,0.441,,8.653,7.74,,0.525,142.242
1953,1990-04-01,electric,115.831,12.518,0.498,,8.611,7.651,,0.508,137.236
1954,1990-05-01,electric,118.475,15.335,0.552,,8.158,7.026,,0.525,142.204
1955,1990-06-01,electric,130.631,18.679,0.749,,11.183,9.932,,0.508,160.749
1956,1990-07-01,electric,143.049,20.486,0.777,,10.993,9.654,,0.525,174.771
1957,1990-08-01,electric,146.158,21.567,0.779,,9.376999999999999,8.052,,0.525,177.354
1958,1990-09-01,electric,133.951,18.917,0.634,,7.027,5.798,,0.508,160.106
1959,1990-10-01,electric,128.713,16.148,0.571,,6.412,5.189,,0.525,151.472
1960,1990-11-01,electric,122.036,11.62,0.438,,5.463,4.563,,0.508,139.396
1961,1990-12-01,electric,136.935,11.006,0.632,,6.994000000000001,5.77,,0.525,155.163
1962,1991-01-01,electric,143.055,11.121,0.535,,7.939,6.792,,0.646,162.455
1963,1991-02-01,electric,117.428,9.394,0.362,,7.308,6.473,,0.5840000000000001,134.477
1964,1991-03-01,electric,118.746,12.378,0.373,,7.411,6.434,,0.646,138.879
1965,1991-04-01,electric,111.075,13.835,0.459,,6.84,5.782,,0.625,132.075
1966,1991-05-01,electric,122.665,15.994,0.818,,9.131,7.767,,0.646,148.163
1967,1991-06-01,electric,131.859,16.687,0.506,,9.171,8.249,,0.625,158.134
1968,1991-07-01,electric,143.949,21.147,0.549,,9.291,8.233,,0.646,174.778
1969,1991-08-01,electric,144.013,21.001,0.622,,9.678,8.591,,0.646,175.106
1970,1991-09-01,electric,129.015,16.858,0.525,,7.243,6.289,,0.625,153.526
1971,1991-10-01,electric,123.978,16.886,0.407,,5.483,4.662,,0.646,146.785
1972,1991-11-01,electric,127.845,12.703,0.516,,6.6739999999999995,5.723,,0.625,147.63
1973,1991-12-01,electric,133.546,10.911,0.515,,7.5040000000000004,6.503,,0.646,152.364
1974,1992-01-01,electric,137.301,11.386,0.519,,8.8,7.627,,0.752,157.911
1975,1992-02-01,electric,121.046,11.467,0.379,,7.222,6.141,,0.7040000000000001,140.087
1976,1992-03-01,electric,126.118,13.976,0.397,,7.671,6.508,,0.752,148.134
1977,1992-04-01,electric,118.253,15.415,0.382,,5.7749999999999995,4.789,,0.728,139.868
1978,1992-05-01,electric,121.867,15.896,0.397,,4.672000000000001,3.815,,0.752,142.957
1979,1992-06-01,electric,128.969,17.886,0.507,,6.595999999999999,5.485,,0.728,153.877
1980,1992-07-01,electric,148.466,22.441,0.672,,7.579000000000001,6.241,,0.752,178.905
1981,1992-08-01,electric,142.073,20.342,0.476,,6.654999999999999,5.116,,0.752,169.291
1982,1992-09-01,electric,132.68,18.399,0.399,,6.341,5.044,,0.728,157.698
1983,1992-10-01,electric,126.323,14.291,0.373,,6.367,5.043,,0.752,147.257
1984,1992-11-01,electric,125.932,12.729,0.472,,6.307,4.983,,0.728,145.27
1985,1992-12-01,electric,139.514,11.818,0.465,,6.138,4.702,,0.752,157.737
1986,1993-01-01,electric,139.192,11.499,0.492,,6.917999999999999,5.21,,0.765,157.767
1987,1993-02-01,electric,127.985,11.332,0.454,,6.615,5.097,,0.6910000000000001,146.091
1988,1993-03-01,electric,134.525,13.56,0.62,,7.923,6.165,,0.765,156.204
1989,1993-04-01,electric,119.53,12.158,0.398,,5.11,3.679,,0.74,137.022
1990,1993-05-01,electric,120.403,11.667,0.422,,5.275,3.724,,0.765,137.545
1991,1993-06-01,electric,136.622,17.803,0.502,,7.457,5.669,,0.74,161.979
1992,1993-07-01,electric,157.879,23.357,0.883,,10.676,8.147,,0.765,191.855
1993,1993-08-01,electric,156.306,24.966,0.761,,10.934000000000001,8.701,,0.765,192.234
1994,1993-09-01,electric,133.362,18.057,0.501,,9.296,7.103,,0.74,160.61
1995,1993-10-01,electric,130.249,16.389,0.436,,7.362,5.458,,0.765,154.031
1996,1993-11-01,electric,131.726,14.563,0.43,,7.23,5.468,,0.74,153.594
1997,1993-12-01,electric,143.84,12.203,0.499,,9.648,7.568,,0.765,165.665
1998,1994-01-01,electric,153.033,12.003,2.014,,13.885,10.052,,0.8250000000000001,178.836
1999,1994-02-01,electric,131.176,10.538,0.758,,9.312,7.122,,0.744,151.054
2000,1994-03-01,electric,132.465,13.133,0.551,,7.898,5.828,,0.8250000000000001,153.56
2001,1994-04-01,electric,120.324,14.396,0.565,,7.329,5.614,,0.798,142.272
